comicID,title,issueNumber
47068,A+X (2012) #7 (Renaud Iron Man Many Armors Variant),7
46774,X-MEN: FALL OF THE MUTANTS VOL. 2 TPB (Trade Paperback),0
47496,Guardians of the Galaxy (2013) #2 (Quesada Sketch Variant),2
46547,Ultimate Comics Spider-Man (2011) #22,22
46424,Scarlet Spider (2011) #16,16
47853,All-New X-Men (2012) #8 (2nd Printing Variant),8
47374,Squadron Supreme (Trade Paperback),0
47143,X-Termination (2013) #2,2
43333,Uncanny Avengers (2012) #7,7
47867,Uncanny X-Men (2013) #3,3
43519,New Avengers (2013) #5,5
47856,Superior Spider-Man (2013) #5 (2nd Printing Variant),5
42691,Gambit (2012) #11,11
47854,Powers: Bureau (2013) #1 (2nd Printing Variant),1
46271,Marvel Masterworks: The Mighty Thor (Trade Paperback),0
47418,Guardians of the Galaxy (2013) #2 (Quesada Variant),2
46044,Deadpool (2012) #8,8
45843,Avengers (2012) #10 (Avengers 50th Anniversary Variant),10
32089,The Twelve (Hardcover),0
46865,Deadpool: Classics Killustrated (2013) #4,4
46669,Uncanny X-Men (2013) #5,5
47095,FF (2012) #6 (Iron Man Many Armors Variant),6
46613,Uncanny Avengers Vol. 1: The Red Shadow (Hardcover),0
46142,Guardians of the Galaxy (2013) #2 (Rivera Variant),2
47866,Thor: God of Thunder (2012) #5 (2nd Printing Variant),5
43276,Wolverine & the X-Men (2011) #28,28
38798,CASTLE: RICHARD CASTLE'S DEADLY STORM TPB (Trade Paperback),0
40437,Fury Max (2011) #11,11
43540,Avengers (2012) #10,10
46821,X-Men: Longshot (New Printing) (Trade Paperback),0
47419,Guardians of the Galaxy (2013) #2 (Madiuera Variant),2
47139,Wolverine & the X-Men (2011) #28 (Maleev Iron Man Many Armors Variant),28
46670,Uncanny X-Men (2013) #5 (Mcguinness Variant),5
54424,Star Wars: Legacy (2013) #2,2
43304,Guardians of the Galaxy (2013) #2,2
47855,Powers: Bureau (2013) #2 (2nd Printing Variant),2
46099,Fantastic Four (2012) #7,7
47873,Iron Man: A Cold Run (2013) #1,1
49108,Amazing Spider-Man (1999) #700.4,7004
47141,X-Men Legacy (2012) #9 (Iron Man Many Armors Variant),9
47395,Wolverine & the X-Men (2011) #27,27
41004,X-Men Legacy Vol. 1: Prodigal (Trade Paperback),0
47130,Thunderbolts (2012) #8 (Stroman Iron Man Many Armors Variant),8
46023,Daredevil: End of Days (2012) #7 (Mack Variant),7
45972,Captain America (2012) #6,6
47014,Age of Ultron (2013) #6 (Pacheco Variant),6
41236,Scarlet Spider Vol. 2 (Trade Paperback),0
40494,Daredevil (2011) #25,25
47084,Captain Marvel (2012) #12 (Land Iron Man Many Armors Variant),12
43317,Nova (2013) #3,3
46686,Venom (2011) #34,34
47081,Cable and X-Force (2012) #7 (Eaglesham Iron Man Many Armors Variant),7
46217,Iron Man 2020 (Trade Paperback),0
45904,Age of Ultron (2013) #6,6
47134,Ultimate Comics Wolverine (2013) #3,3
46408,Savage Wolverine (2013) #4,4
43082,Avengers Vs. X-Men: X-Men Legacy (Trade Paperback),0
46763,X-Factor (2005) #254,254
47400,Daredevil (2011) #25 (Kubert Wraparound Variant),25
46268,Marvel Masterworks: The Incredible Hulk (Hardcover),0
45949,Cable and X-Force (2012) #7,7
40752,Venom Vol. 3 (Trade Paperback),0
47015,Age of Ultron (2013) #6 (Ultron Variant),6
46806,X-Men Legacy (2012) #9,9
46973,Wolverine Max (2012) #6,6
46528,Thunderbolts (2012) #8,8
42276,Daredevil: End of Days (2012) #7,7
46207,Iron Man (2012) #8,8
46029,Dark Avengers (2012) #189,189
41229,Age of Apocalypse Vol. 2 (Trade Paperback),0
47083,Captain America (2012) #6 (Ferry Iron Man Many Armors Variant),6
45831,Avengers Vol. 1: Avengers World (Hardcover),0
46480,Superior Spider-Man (2013) #8,8
46409,Savage Wolverine (2013) #4 (Yu Variant),4
47236,Astonishing X-Men (2004) #61 (Noto Variant),61
43210,Uncanny X-Men: The Complete Collection by Matt Fraction (Trade Paperback),0
47084,Captain Marvel (2012) #12 (Land Iron Man Many Armors Variant),12
43317,Nova (2013) #3,3
46408,Savage Wolverine (2013) #4,4
46217,Iron Man 2020 (Trade Paperback),0
45904,Age of Ultron (2013) #6,6
47134,Ultimate Comics Wolverine (2013) #3,3
47128,Thor: God of Thunder (2012) #7 (Dell'otto Iron Man Many Armors Variant),7
47013,Age of Ultron (2013) #5 (Ultron Variant),5
46445,Secret Avengers (2013) #3 (Eaglesham Variant),3
41754,X-Men: (Issues 34-38) (Trade Paperback),0
46718,Wolverine (2013) #2 (Deodato Variant),2
47144,X-Treme X-Men (2012) #13,13
46668,Uncanny X-Men (2013) #4 (Anka Variant),4
47784,Hawkeye (2012) #2 (Aja 5th Printing Variant),2
47087,Fantastic Four (2012) #6 (Kerschl Iron Man Many Armors Variant),6
47075,Avengers (2012) #9 (Quinones Iron Man Many Armors Variant),9
47394,Ultron (2013) #1,1
45878,Avengers Assemble (2012) #14,14
42205,Road to Oz (Hardcover),0
46071,Fearless Defenders (2013) #3 (Jimenez Variant),3
46851,Alpha: Big Time (2013) #3,3
43334,Uncanny Avengers (2012) #6,6
46098,Fantastic Four (2012) #6,6
40375,Captain America (Issues 12-17) (Trade Paperback),0
46070,Fearless Defenders (2013) #3,3
46288,Marvel Universe Iron Man (Digest),0
46507,Thor: God of Thunder (2012) #7,7
53944,Star Wars (2013) #4,4
47763,Savage Wolverine (2013) #2 (2nd Printing Variant),2
40941,Uncanny X-Force Vol. 6 (Trade Paperback),0
37407,Age of Ultron (2013) #5,5
47076,Avengers Arena (2012) #7 (Christopher Iron Man Many Armors Variant),7
47758,Deadpool (2012) #5 (2nd Printing Variant),5
47012,Age of Ultron (2013) #5 (Granov Variant),5
41824,Wolverine: (Issues 313-317) (Trade Paperback),0
46717,Wolverine (2013) #2,2
47782,Deadpool: Classics Killustrated (2013) #2 (2nd Printing Variant),2
46667,Uncanny X-Men (2013) #4,4
42570,Avenging Spider-Man (2011) #19,19
47077,Avengers Assemble (2012) #14 (Roux Iron Man Many Armors Variant),14
47756,Avengers (2012) #6 (2nd Printing Variant),6
46566,Ultimate Comics Ultimates  (2011) #23,23
42704,Secret Service (2012) #6,6
42784,Hawkeye (2012) #9,9
47757,Cable and X-Force (2012) #4 (2nd Printing Variant),4
46085,Essential Iron Man (Trade Paperback),0
43539,Avengers (2012) #9,9
47759,Indestructible Hulk (2012) #4 (2nd Printing Variant),4
46444,Secret Avengers (2013) #3,3
46393,ROCKET RACCOON & GROOT: THE COMPLETE COLLECTION TPB (Trade Paperback),0
47242,X-Treme X-Men (2012) #13 (Andrasofsky Variant),13
45865,Avengers Arena (2012) #7,7
45914,Avengers: West Coast Avengers Omnibus (Hardcover),0
47780,Thanos Rising (2013) #1 (Diamond Variant),1
33195,Dark Tower: The Gunslinger - Evil Ground (2013) #1,1
46706,Winter Soldier (2012) #17,17
42664,Marvel's Iron Man 3 Prelude (Trade Paperback),0
47831,Age of Ultron (2013) #4 (AGE OF ULTRON 4 ULTRON VARIANT),4
42500,Red She-Hulk: Hell Hath No Fury (Trade Paperback),0
45994,Castle: A Calm Before Storm (2012) #4,4
37406,Age of Ultron (2013) #4,4
47074,All-New X-Men (2012) #10 (Horn Iron Man Many Armors Variant),10
46479,Superior Spider-Man (2013) #7,7
46189,Iron Man Vol. 1: Believe (Hardcover),0
46043,Deadpool (2012) #7,7
46222,Iron Man: Season One (Hardcover),0
47312,Thanos Rising (2013) #1 (Blank Cover Variant),1
47070,Age of Apocalypse (2011) #14,14
46685,Venom (2011) #33,33
46707,Winter Soldier (2012) #17 (Brunner Variant),17
42476,IRON MAN: EXTREMIS PROSE NOVEL HC (SDOS) (Hardcover),0
47313,Thanos Rising (2013) #1 (Young Variant),1
47425,Indestructible Hulk (2012) #6 (Keown Iron Man Many Armors Variant),6
42486,Avengers Vs. X-Men: Versus (Trade Paperback),0
47744,Superior Spider-Man (2013) #4 (2nd Printing Variant),4
45915,Avengers: West Coast Avengers Omnibus (Hardcover),0
46089,"Fantastic Four Vol. 1: New Departure, New Arrivals (Trade Paperback)",0
54095,Star Wars: Dark Times - Fire Carrier (2013) #3,3
47185,Red She-Hulk (2012) #64,64
46880,Thanos Rising (2013) #1,1
43475,All-New X-Men (2012) #10,10
46585,Ultimate Comics X-Men (2010) #25,25
46174,Indestructible Hulk (2012) #6,6
46221,Iron Man: Extremis (Trade Paperback),0
47118,Thanos Rising (2013) #1 (Djurdjevic Variant),1
47234,Age of Apocalypse (2011) #14 (Land Variant),14
47086,Deadpool (2012) #7 (Tan Iron Man Many Armors Variant),7
47010,Age of Ultron (2013) #4 (Zhong Variant),4
47164,Guardians of the Galaxy Infinite Comic (2013) #3,3
36855,Kick-Ass 2: Balls to the Wall (Trade Paperback),0
47237,Guardians of the Galaxy (2013) #1 (Texts from Deadpool Variant),1
46832,Young Avengers (2013) #3,3
54149,Star Wars: Dawn Of The Jedi - Prisoner Of Bogan (2012) #4,4
46248,Marvel Masterworks: Golden Age Human Torch (Trade Paperback),0
47431,Thunderbolts (2012) #7 (Noto Variant),7
47009,Age of Ultron (2013) #3 (Ultron Variant),3
47238,Guardians of the Galaxy (2013) #1 (Texts from Deadpool Sketch Variant),1
45797,All-New X-Men Vol. 1: Yesterday's X-Men (Hardcover),0
47235,Astonishing X-Men (2004) #60 (Noto Variant),60
46323,Morbius: The Living Vampire (2013) #3,3
46138,Guardians of the Galaxy (2013) #1 (Manara Variant),1
42695,Gambit (2012) #10,10
46084,Doom 2099: The Complete Collection by Warren Ellis (Trade Paperback),0
46116,FF (2012) #5,5
43305,Guardians of the Galaxy (2013) #1,1
37405,Age of Ultron (2013) #3,3
47008,Age of Ultron (2013) #3 (Lee Variant),3
47145,Superior Spider-Man (2013) #6,6
46833,Young Avengers (2013) #3 (Moore Variant),3
46324,Morbius: The Living Vampire (2013) #3 (Coker Variant),3
46247,Marvel Masterworks: Golden Age Human Torch (Trade Paperback),0
46636,Uncanny X-Force (2013) #3 (Larroca Variant),3
46136,Guardians of the Galaxy (2013) #1 (Blank Cover Variant),1
45821,Astonishing X-Men (2004) #60,60
46805,X-Men Legacy (2012) #8,8
47133,Ultimate Comics Wolverine (2013) #2,2
46226,Journey Into Mystery (2011) #650,650
46295,Marvel Universe Vs. the Avengers (Trade Paperback),0
46527,Thunderbolts (2012) #7,7
46139,Guardians of the Galaxy (2013) #1 (Quesada Variant),1
41586,Marvel Universe Ultimate Spider-Man (2012) #12,12
40272,SPIDER-MAN: LIZARD - NO TURNING BACK (Trade Paperback),0
47073,Fantastic Four (2012) #5,5
46117,FF (2012) #5 (Allred Variant),5
46423,Scarlet Spider (2011) #15,15
40111,Wolverine & the X-Men  Vol. 3 (Trade Paperback),0
46635,Uncanny X-Force (2013) #3,3
47434,Guardians of the Galaxy (2013) #1 (Midtown Variant),1
46137,Guardians of the Galaxy (2013) #1 (Young Variant),1
41289,Avx Vol. 1 (Trade Paperback),0
46864,Deadpool: Classics Killustrated (2013) #3,3
40433,Fury Max (2011) #10,10
47717,Hawkeye (2012) #1 (Aja 5th Printing Variant),1
46625,Uncanny Avengers (2012) #5 (Coipel Variant),5
46832,Young Avengers (2013) #3,3
36855,Kick-Ass 2: Balls to the Wall (Trade Paperback),0
47237,Guardians of the Galaxy (2013) #1 (Texts from Deadpool Variant),1
54149,Star Wars: Dawn Of The Jedi - Prisoner Of Bogan (2012) #4,4
46248,Marvel Masterworks: Golden Age Human Torch (Trade Paperback),0
47431,Thunderbolts (2012) #7 (Noto Variant),7
47009,Age of Ultron (2013) #3 (Ultron Variant),3
47238,Guardians of the Galaxy (2013) #1 (Texts from Deadpool Sketch Variant),1
46762,X-Factor (2005) #253,253
43318,Nova (2013) #2,2
46042,Deadpool (2012) #6,6
47631,Amazing Spider-Man (1999) #700 (Camuncoli 3rd Printing Variant),700
46256,Marvel Masterworks: The Amazing Spider-Man (Hardcover),0
43538,Avengers (2012) #8,8
47142,X-Termination (2013) #1,1
47694,Hawkeye (2012) #6 (3rd Printing Variant),6
47190,Deadpool (2012) #6 (Warren Variant),6
46028,Dark Avengers (2012) #188,188
47689,Avengers (2012) #5 (2nd Printing Variant),5
46172,Indestructible Hulk (2012) #5,5
47696,Superior Spider-Man (2013) #3 (2nd Printing Variant),3
46712,WINTER SOLDIER VOL. 3: BLACK WIDOW HUNT TPB (Trade Paperback),0
46343,New Avengers (2013) #4 (Roux Variant),4
47640,Deadpool (2012) #3 (3rd Printing Variant),3
47690,Captain America (2012) #3 (2nd Printing Variant),3
40601,Daredevil: (Issues 13-17) (Trade Paperback),0
47692,Hawkeye (2012) #4 (3rd Printing Variant),4
46478,Superior Spider-Man (2013) #6,6
47638,Deadpool (2012) #1 (3rd Printing Variant),1
45970,Captain America (2012) #5,5
47163,Guardians of the Galaxy Infinite Comic (2013) #2,2
42679,Gambit Vol. 1: Once a Thief... (Trade Paperback),0
47283,Cable and X-Force (2012) #6 (Andrasofsky Variant),6
45990,Captain Marvel (2012) #11,11
43518,New Avengers (2013) #4,4
46173,Indestructible Hulk (2012) #5 (Stevens Variant),5
46255,Marvel Masterworks: The Amazing Spider-Man Vol. 15 (Hardcover),0
43474,All-New X-Men (2012) #9,9
37163,Superior TPB (Trade Paperback),0
46546,Ultimate Comics Spider-Man (2011) #21,21
47709,Fearless Defenders (2013) #1 (2nd Printing Variant),1
40661,Secret Avengers: (Issues 33-38) (Hardcover),0
46406,Savage Wolverine (2013) #3,3
40506,Daredevil (2011) #24,24
54423,Star Wars: Legacy (2013) #1,1
47693,Hawkeye (2012) #5 (3rd Printing Variant),5
46407,Savage Wolverine (2013) #3 (Granov Variant),3
45948,Cable and X-Force (2012) #6,6
45842,Avengers (2012) #8 (Avengers 50th Anniversary Variant),8
47641,Deadpool (2012) #4 (2nd Printing Variant),4
45971,Captain America (2012) #5 (Yoon Variant),5
46055,Deadpool Classic Vol. 8 (Trade Paperback),0
47691,Hawkeye (2012) #3 (3rd Printing Variant),3
46746,Wolverine Max (2012) #5,5
40346,Invincible Iron Man (Issues 516-521) (Trade Paperback),0
41695,Marvel Universe Avengers: Earth's Mightiest Heroes (2012) #12,12
46151,Guardians of the Galaxy: Tomorrow's Avengers Vol. 2 (Trade Paperback),0
46097,Fantastic Four (2012) #5 (Deodato Variant),5
47627,All-New X-Men (2012) #3 (3rd Printing Variant),3
42571,Avenging Spider-Man (2011) #18,18
42914,Avengers Vs. X-Men: Avengers Academy (Trade Paperback),0
47131,Ultimate Comics Wolverine (2013) #1,1
46443,Secret Avengers (2013) #2 (Deodato Variant),2
46714,Wolverine (2013) #1 (Blank Cover Variant),1
47628,All-New X-Men (2012) #4 (3rd Printing Variant),4
42750,Hawkeye Vol. 1: My Life As A Weapon (Trade Paperback),0
42914,Avengers Vs. X-Men: Avengers Academy (Trade Paperback),0
47131,Ultimate Comics Wolverine (2013) #1,1
46443,Secret Avengers (2013) #2 (Deodato Variant),2
46714,Wolverine (2013) #1 (Blank Cover Variant),1
47628,All-New X-Men (2012) #4 (3rd Printing Variant),4
42750,Hawkeye Vol. 1: My Life As A Weapon (Trade Paperback),0
46665,Uncanny X-Men (2013) #3,3
46441,Secret Avengers (2013) #2,2
46584,Ultimate Comics X-Men (2010) #24,24
46068,Fearless Defenders (2013) #2,2
45864,Avengers Arena (2012) #6 (Molina Variant),6
42754,X-Treme X-Men (2012) #12,12
47002,Age of Ultron (2013) #2 (Yoon Variant),2
45877,Avengers Assemble (2012) #13 (Lee Variant),13
47629,All-New X-Men (2012) #5 (3rd Printing Variant),5
46804,X-Men Legacy (2012) #7,7
46850,Alpha: Big Time (2013) #2,2
45946,Cable and X-Force (2012) #5 (Yu Variant),5
47652,Superior Spider-Man (2013) #1 (3rd Printing Variant),1
47656,Uncanny Avengers (2012) #3 (2nd Printing Variant),3
46713,Wolverine (2013) #1,1
29366,Essential Captain Marvel Vol. 2 (Trade Paperback),0
47626,All-New X-Men (2012) #2 (3rd Printing Variant),2
47682,New Avengers (2013) #2 (2nd Printing Variant),2
46096,Fantastic Four (2012) #5,5
47138,Wolverine (2013) #1 (Davis Sketch Variant),1
46756,X-Factor Vol. 19: Short Stories (Trade Paperback),0
46506,Thor: God of Thunder (2012) #6,6
47217,Ultimate Comics Wolverine (2013) #1 (Torvenius Variant),1
46715,Wolverine (2013) #1 (Young Variant),1
47632,Avengers (2012) #4 (2nd Printing Variant),4
47003,Age of Ultron (2013) #2,2
46666,Uncanny X-Men (2013) #3 (Noto Variant),3
53943,Star Wars (2013) #3,3
45876,Avengers Assemble (2012) #13,13
46069,Fearless Defenders (2013) #2 (Martin Variant),2
47683,New Avengers (2013) #3 (2nd Printing Variant),3
47697,Avengers: Season One (Graphic Novel),0
49455,Amazing Spider-Man (1999) #700.3,7003
47069,Age of Apocalypse (2011) #13,13
45766,A+X (2012) #5 (Del Mundo Variant),5
47499,Avengers (2012) #3 (2nd Printing Variant),3
47071,Age of Ultron (2013) #1 (Young Variant),1
46477,Superior Spider-Man (2013) #5 (Bagley Variant),5
46999,Age of Ultron (2013) #1 (Hitch Sketch Variant),1
42505,SPIDER-MAN: DYING WISH PREMIERE HC (Hardcover),0
46704,Winter Soldier (2012) #16,16
47482,Young Avengers (2013) #1 (2nd Printing Variant),1
38760,Daredevil: End of Days (2012) #6,6
54094,Star Wars: Dark Times - Fire Carrier (2013) #2,2
47535,All-New X-Men (2012) #6 (2nd Printing Variant),6
46998,Age of Ultron (2013) #1 (Djurdjevic Variant),1
46705,Winter Soldier (2012) #16 (Deodato Variant),16
46684,Venom (2011) #32,32
46542,Ultimate Comics Iron Man (Trade Paperback),0
46022,Daredevil: End of Days (2012) #6 (Mack Variant),6
47468,Deadpool: Classics Killustrated (2013) #1 (2nd Printing Variant),1
46997,Age of Ultron (2013) #1 (Blank Cover Variant),1
47502,Daredevil (2011) #22 (2nd Printing Variant),22
43504,A+X (2012) #5,5
47184,Red She-Hulk (2012) #63,63
45781,All-New X-Men (2012) #8 (X-Men 50th Anniversary Variant),8
43473,All-New X-Men (2012) #8,8
42767,"Monsters, Inc. (2012) #1",1
47501,Avenging Spider-Man (2011) #16 (2nd Printing Variant),16
47001,Age of Ultron (2013) #1,1
41557,Road to Oz (2011) #6,6
41469,Marvel Zombies Live (Trade Paperback),0
45945,Cable and X-Force (2012) #5,5
46565,Ultimate Comics Ultimates  (2011) #22,22
46476,Superior Spider-Man (2013) #5,5
47000,Age of Ultron (2013) #1 (Deodato Variant),1
45889,Avengers Infinity (Trade Paperback),0
47162,Guardians of the Galaxy Infinite Comic (2013) #1,1
46201,Iron Man (2012) #7,7
43537,Avengers (2012) #7,7
47708,Age of Ultron (2013) #1 ((ULTRON VARIANT)),1
47729,KICK-ASS 2 PRELUDE: HIT-GIRL (Hardcover),0
43265,Powers: Bureau  (2012) #2,2
46236,Marvel Masterworks: Captain Marvel (Trade Paperback),0
46460,Spider-Man: The Death of Jean Dewolff (Trade Paperback),0
43336,Uncanny Avengers (2012) #4,4
54009,Star Wars: Agent Of The Empire - Hard Targets (2012) #5,5
46863,Deadpool: Classics Killustrated (2013) #2,2
46583,Ultimate Comics X-Men (2010) #23,23
46524,Thunderbolts (2012) #5,5
40554,Journey Into Mystery (2011) #649,649
42762,X-Treme X-Men (2012) #11,11
47470,Indestructible Hulk (2012) #3 (2nd Printing Variant),3
41583,Marvel Universe Ultimate Spider-Man (2012) #11,11
46225,Journey Into Mystery (2011) #649 (Molina Variant),649
46634,Uncanny X-Force (2013) #2 (Mcguinness Variant),2
45820,Astonishing X-Men (2004) #59,59
47467,Avengers Arena (2012) #3 (2nd Printing Variant),3
45862,Avengers Arena (2012) #5 (Quinones Variant),5
46829,Young Avengers (2013) #2,2
47453,Savage Wolverine (2013) #1 (2nd Printing Variant),1
46525,Thunderbolts (2012) #5 (Tan Variant),5
40950,Astonishing X-Men Vol. 10 (Trade Paperback),0
46114,FF (2012) #4 (Allred Variant),4
54009,Star Wars: Agent Of The Empire - Hard Targets (2012) #5,5
46236,Marvel Masterworks: Captain Marvel (Trade Paperback),0
46460,Spider-Man: The Death of Jean Dewolff (Trade Paperback),0
43336,Uncanny Avengers (2012) #4,4
46863,Deadpool: Classics Killustrated (2013) #2,2
46524,Thunderbolts (2012) #5,5
40554,Journey Into Mystery (2011) #649,649
42762,X-Treme X-Men (2012) #11,11
46583,Ultimate Comics X-Men (2010) #23,23
46634,Uncanny X-Force (2013) #2 (Mcguinness Variant),2
47470,Indestructible Hulk (2012) #3 (2nd Printing Variant),3
41583,Marvel Universe Ultimate Spider-Man (2012) #11,11
46225,Journey Into Mystery (2011) #649 (Molina Variant),649
46525,Thunderbolts (2012) #5 (Tan Variant),5
40950,Astonishing X-Men Vol. 10 (Trade Paperback),0
45820,Astonishing X-Men (2004) #59,59
47467,Avengers Arena (2012) #3 (2nd Printing Variant),3
45862,Avengers Arena (2012) #5 (Quinones Variant),5
46829,Young Avengers (2013) #2,2
47453,Savage Wolverine (2013) #1 (2nd Printing Variant),1
46114,FF (2012) #4 (Allred Variant),4
46235,Marvel Masterworks: Captain Marvel (Trade Paperback),0
40833,New Avengers by Brian Michael Bendis (Hardcover),0
42422,X-Factor Vol. 18: (Issues 244-248) (Trade Paperback),0
46745,Wolverine Max (2012) #4,4
47438,Cable and X-Force (2012) #3 (2nd Printing Variant),3
46040,Deadpool (2012) #5,5
47556,Hawkeye (2012) #7 (2nd Printing Variant),7
47450,Thor: God of Thunder (2012) #4 (2nd Printing Variant),4
46564,Ultimate Comics Ultimates  (2011) #21,21
46475,Superior Spider-Man (2013) #4 (Deodato Variant),4
39348,Avenging Spider-Man (Issues 7-12) (Trade Paperback),0
45989,Captain Marvel (2012) #10,10
